,Brand,Product Name,Price(₹),Availability,Expected Delivery,Return Policy,Exchange,Product Url
46,YAMAHA,"YAMAHA FS100C Acoustic Guitar, Black","9,990",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_45?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-45
47,Juârez,"Juârez JRZ38C/MAH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Mahogany with Bag, Strings, Picks and Strap","2,709",Available," Wednesday, August 10",7 Days Replacement,Not Applicable,https://www.amazon.in/JRZ38C-Strings-Acoustic-Cutaway-Mahogany/dp/B071JM8C6T/ref=sr_1_46?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-46
48,INTERN,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (Natural).","4,499",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YH8YQR1/ref=sr_1_47?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-47
49,Medellin,"Medellin 38"" Acoustic Guitar Carbon Fiber body+(Free Online Learning Course) - Durable Matt finish with handrest, strings, strap, bag, 3 Picks, capo, stand. (natural)","2,499",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Medellin-carbn-guitar-38inch-NATURAL/dp/B09MSHD6TS/ref=sr_1_48?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-48
50,Revel,Revel 38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (Black),"2,250",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Acoustic-Plectrums-Beginner-Learners-configuration/dp/B0B4SSB8BJ/ref=sr_1_49?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-49
51,INTERN,"INTERN Cutaway Design Acoustic Guitar Pack -Humidity Proof, Bend resistance, Durable Action, Natural tone & bright resonance. Black Carbon Fibre/Fiber Guitar with Bag, Strap, Strings set & Plectrums.","2,589",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Acoustic-Humidity-resistance-resonance-Plectrums/dp/B09RQZ6HM2/ref=sr_1_50?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-50
52,Intern,Intern INT-38C Natural Acoustic Guitar kit with carry bag & picks,"2,866",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Intern-INT-38C-Natural-Acoustic-Guitar/dp/B07X4LPJ6H/ref=sr_1_51?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-51
53,Juarez,"Juarez Acoustic Guitar, [ LEFT HANDED] 38 Inch Cutaway, 38CL/BK with Bag, Strings, Pick and Strap, Black","2,639",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Juarez-Acoustic-Cutaway-BK-Strings/dp/B076T3RHMG/ref=sr_1_52?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-52
54,Intern,"Intern INT-38C-VT-G Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Violet, 6-Strings)","3,119",Available," Sunday, August 7",7 Days Replacement,Not Applicable,https://www.amazon.in/Intern-INT-38C-VT-G-Guitar-Kit-Violet/dp/B07K8YJXKL/ref=sr_1_53?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-53
55,Blueberry,"Blueberry B-D38-Brown, 38"" Acoustic Guitar Kit Inbuilt Truss Rod, with Bag, Strap, One Pack Strings And Picks","2,895",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Blueberry-B-D38-Brown-Acoustic-Inbuilt-Strings/dp/B0B74CSY9V/ref=sr_1_54?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-54
56,Kadence,"Kadence Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys,Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo, Tuner)","7,349",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Equalizer/dp/B01HRIHJWY/ref=sr_1_55?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-55
57,Juârez,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38C with Bag, Strings, Pick and Strap, Blue","2,644",Available," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/JUAREZ-JRZ38C-Handed-Acoustic-Strings/dp/B01FYYTDX6/ref=sr_1_56?crid=39WIIFGVHNH47&keywords=guitars&qid=1659376917&sprefix=%2Caps%2C222&sr=8-56
58,DEVICE,DEVICE OF URBAN INFOTECH 360 degree Rotational Electronic Highly Accurate Clip-on Digital Tuner Easy to Use for Acoustic and Electric Guitar Bass Violin Ukulele with Picks(Design May Vary),399,Available," Sunday, August 7",7 Days Replacement,Not Applicable,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0709646246W9R3FPVZD8&url=%2FDEVICE-URBAN-INFOTECH-Rotational-Electronic%2Fdp%2FB081LG3X5H%2Fref%3Dsr_1_57_sspa%3Fcrid%3D39WIIFGVHNH47%26keywords%3Dguitars%26qid%3D1659376917%26sprefix%3D%252Caps%252C222%26sr%3D8-57-spons%26psc%3D1&qualifier=1659376917&id=4933130625134766&widgetName=sp_btf
59,YAMAHA,"YAMAHA F280 Acoustic Guitar, Tobacco - Brown Sunburst",-,Available,-,7 Days Replacement,Not Applicable,https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_49?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-49
60,Juârez,"Juârez JRZ38C/ASH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Ash with Bag, Strings, Picks and Strap","2,399",Available," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/Juarez-JRZ38C-ASH-Strings-Acoustic/dp/B072JTPNZC/ref=sr_1_50?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-50
61,Vault,Vault JB5 Jazz Bass 5-String Bass Guitar - Black,"10,999",Only 2 left in stock.," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Vault-Jazz-Bass-5-String-Guitar/dp/B0B129S6DH/ref=sr_1_51?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-51
62,Kordz,"Kordz Luana Natural Wooden 41 Inch Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","3,890",Available," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/Kordz-Luana-Natural-Rosewood-Fretboard/dp/B07V4Y1V9M/ref=sr_1_52?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-52
63,RockJam,RockJam RJEG02-SK-BB Electric Guitar Starter Kit (Blue Burst),"8,630",Available," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/RockJam-RJEG02-SK-BB-Electric-Guitar-Starter/dp/B0747TD557/ref=sr_1_53?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-53
64,Vault,"Vault EA20 Guitar Kit with Learn to Play Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - 40 inch Cutaway Acoustic Guitar (Black)","4,799",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Guitar-Strings-Straps-String-Polishing/dp/B097N7NGHD/ref=sr_1_54?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-54
65,Hovner,"Hovner 215 Royal Metallic Black F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks","4,280",Only 2 left in stock.," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/Hovner-Royal-Metallic-Rosewood-Fretboard/dp/B09VQ1YYF8/ref=sr_1_55?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-55
66,Yamaha,"Yamaha F280 Acoustic Guitar, Natural With Bajaao Gig Bag",-,Available,-,7 Days Replacement,Not Applicable,https://www.amazon.in/Yamaha-Acoustic-Guitar-Natural-Bajaao/dp/B08RMP2F6Z/ref=sr_1_56?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-56
67,Kadence,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","10,999",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SZ667X/ref=sr_1_57?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-57
68,Saga,Saga SF-600C Dreadnought Acoustic Cutaway Guitar (Natural),"8,499",Available," Sunday, August 7",7 Days Replacement,Not Applicable,https://www.amazon.in/SF-600C-Dreadnought-Acoustic-Cutaway-Natural/dp/B0B1HX47XR/ref=sr_1_58?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-58
69,Kadence,"Kadence Guitar Acoustica Series, 41” Jumbo Size 6-strings Acoustic Guitar, Spruce body with Pick Guard A311 with bag","7,124",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Kadence-6-strings-Acoustic-Guitar-Natural/dp/B07JKYWGJN/ref=sr_1_59?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-59
70,Kadence,"Kadence Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo, Tuner (natural)","7,348",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Kadence-Frontier-Acoustic-Equalizer-Strings/dp/B01HRIHH9E/ref=sr_1_60?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-60
71,Medellin,"Medellin 38"" Acoustic Guitar Brown Carbon Fiber Body with FREE Online LEARNING COURSE Durable Matt finish Body for beginners with handrest, set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE (Special Learning Combo with Guitar)","2,499",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Medellin-Acoustic-LEARNING-beginners-handrest/dp/B09MSKKHJC/ref=sr_1_61?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-61
72,Juarez,"Juarez Acoustic Guitar, 38 Inch Cutaway, 38CMB with Bag, Strings, Pick and Strap, Matte Black","2,639",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B084VRCCN7/ref=sr_1_62?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-62
73,Blueberry,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Black)","2,695",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Blueberry-38C-Acoustic-Guitar-Strings/dp/B08KLMV4XX/ref=sr_1_63?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-63
74,Medellin,Medellin MED-BLU-C Linden Wood Acoustic Guitar,"2,190",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Medellin-MED-BLU-C-Linden-Acoustic-Guitar/dp/B07NBMWHJW/ref=sr_1_64?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-64
75,JUAREZ,"JUAREZ JRZ38CTR/BK 38 Inch Acoustic Guitar with Dual Action Truss Rod, Bag, Picks, Allen Key, Extra String Set, Black","3,169",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/JUAREZ-JRZ38CTR-BK-Acoustic-Guitar/dp/B08FTZK7H8/ref=sr_1_65?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-65
76,Fender,Fender CD 60 Dread V3 DS 6 String Acoustic Guitar - Walnut Fretboard-Black,"12,800",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM4B5LJ/ref=sr_1_66?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-66
77,HRB,"HRB MUSICALS 1saddle, 1 guitar nut, 6 bridge pin in black with 4 picks",179,Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/HRB-MUSICALS-1saddle-guitar-bridge/dp/B09LKBLT4Q/ref=sr_1_67?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-67
78,Kadence,"Kadence AstroMan Electric Guitar, 21 FRETS, ROSEWOOD FRETBOARD, H - S - S PICK UPS Black combo with Bag, Guitar strap,guitar cable and Picks","6,999",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Kadence-Electric-Guitar-Rosewood-Fretboard/dp/B07BGW6JVL/ref=sr_1_68?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-68
79,Juarez,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38CPG with Bag, Strings, Pick and Strap, Black","2,639",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B075XMRKMY/ref=sr_1_69?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-69
80,Martin,Martin Smith W-101-N-PK Acoustic Guitar Super Kit with Stand (Natural),"6,129",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Martin-Smith-W-101-N-PK-Acoustic-Natural/dp/B00UOUK4IE/ref=sr_1_70?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-70
81,Ibanez,"Ibanez MD39C-NT Acoustic Guitar (Natural), Designed in Japan and Made Specially for India","6,999",Available," Wednesday, August 10",7 Days Replacement,Not Applicable,https://www.amazon.in/Ibanez-IBA-MD39CNT-Acoustic-Guitar-MD39C-NT/dp/B07G4CCMYL/ref=sr_1_71?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-71
82,YAMAHA,"YAMAHA FS100C Rose Wood Acoustic Guitar, Natural","9,990",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sr_1_72?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-72
83,Medellin,"Medellin 38"" Carbon Fiber Acoustic Guitar with free specailized learning course- MDCF38BK Durable Carbon Fiber Matt Pink finish Body for beginners with handrest, set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE (Special Learning Combo with Guitar)","2,499",Available," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSH3RY1/ref=sr_1_73?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-73
84,YAMAHA,YAMAHA FS80C NATURAL CONCERT CUTAWAY GUITAR,-,Available,-,7 Days Replacement,Not Applicable,https://www.amazon.in/YAMAHA-NATURAL-CONCERT-CUTAWAY-GUITAR/dp/B08KW4DRKL/ref=sr_1_74?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-74
85,Yamaha,"Yamaha F310 Acoustic Guitar with Cover (Natural, 6-Strings)","10,880",Available,August 8 - 10,7 Days Replacement,Not Applicable,https://www.amazon.in/Yamaha-F310Cover-Acoustic-Natural-6-Strings/dp/B01LXMGHL5/ref=sr_1_75?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-75
86,Ibanez,"Ibanez Acoustic Guitar MD39C Right Handed Cutaway Guitar - Sunburst With Bag, Belt, Plectrums Complete Pack.","8,799",Available," Friday, August 12",7 Days Replacement,Not Applicable,https://www.amazon.in/Ibanez-Acoustic-Guitar-Handed-Cutaway/dp/B08FMW8KVY/ref=sr_1_76?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-76
87,INTERN,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (White).","4,499",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YH7WJP3/ref=sr_1_77?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-77
88,Fender,Fender Squier SA-150 Dreadnought Acoustic Guitar 0961090021,-,Available,-,7 Days Replacement,Not Applicable,https://www.amazon.in/Fender-SA-150-Acoustic-Guitar-Multicolor/dp/B0765G46BM/ref=sr_1_78?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-78
89,Hovner,"Hovner Carlton Special Quality Rosewood Fretboard Blue Semi Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail (Blue)","4,490",Available," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/Carlton-Rosewood-Fretboard-Acoustic-K-Retail/dp/B07KK8P9VB/ref=sr_1_79?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-79
90,Juarez,"Juarez Acoustic Guitar, [LEFT HANDED] 96.52 cm (38 Inch) Cutaway, 38CL/3TS with Bag, Strings, Pick and Strap, 3TS Sunburst","2,639",Available," Monday, August 8",7 Days Replacement,Not Applicable,https://www.amazon.in/Acoustic-Cutaway-3TS-Strings-Sunburst/dp/B098BD1MHM/ref=sr_1_80?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-80
91,Fender,Fender Squier MM Stratocaster Electric Guitar - Red with Maple Neck,"8,999",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Fender-Squier-Stratocaster-Electric-Guitar/dp/B07TG9F8SL/ref=sr_1_81?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-81
92,Yamaha,"Yamaha F280 Acoustic Guitar Dreadnought With Mexa Guitar Bag, Belt, String Set, Plectrums & Guitar Stand (Tsb)","10,599",Only 1 left in stock.,+,7 Days Replacement,Not Applicable,https://www.amazon.in/Yamaha-F280-Acoustic-Dreadnought-Plectrum/dp/B08VN2V5V3/ref=sr_1_82?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-82
93,KREEPO,KREEPO Guitar Fretboard Sticker Fingerboard Frets Note Chart Decals Stickers Beginner Learner Acoustic-Electric Guitar Multicolor(9.1cm X 14.5cm),249,Available," Wednesday, August 10",7 Days Replacement,Not Applicable,https://www.amazon.in/KREEPO-Fretboard-Fingerboard-Acoustic-Electric-Multicolor/dp/B09DWY4ZK2/ref=sr_1_83?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-83
94,INTERN,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, tonal stability with professional sound amplificaiton. (Black).","4,499",Available," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YHCR3R8/ref=sr_1_84?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-84
95,Henrix,"Henrix Cutaway Acoustic Guitar- VARIATION (38CLHNT (Left Handed), Natural)","2,849",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Henrix-Handed-Cutway-Acoustic-Polishing/dp/B08R3DKYGM/ref=sr_1_85?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-85
96,INTERN,"INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag, strings pack, strap & plectrums. Premium Wooden durable built, tonal stability & for all age-groups (Jamming Black).","4,199",Available," Saturday, August 6",7 Days Replacement,Not Applicable,https://www.amazon.in/Acoustic-strings-plectrums-stability-age-groups/dp/B09YHC3LX6/ref=sr_1_86?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-86
97,4-string,"4-string acoustic guitar learning kids toy, brown 18-Multi color",749,Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/4-string-acoustic-guitar-learning-18-Multi/dp/B09BW7CS1D/ref=sr_1_87?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-87
98,INTERN,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (Blue).","4,499",Available," Tuesday, August 9",7 Days Replacement,Not Applicable,https://www.amazon.in/Acoustic-Pick-up-stability-professional-amplificaiton/dp/B09YH89JZQ/ref=sr_1_88?crid=39WIIFGVHNH47&keywords=guitars&qid=1659377115&sprefix=%2Caps%2C222&sr=8-88
